,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
0.0,7215.0,5086.1833333333325,4136.6,2525.5,1421.355,943.8316666666666,661.7185714285714,532.4869047619047,223.3786904761905,127.11916666666669
0.1,427.2616507788886,324.29472591036046,501.1451002258612,304.66551313011837,278.8336901030005,301.2651457624792,226.1304835364273,155.41937576312574,131.46452380952383,79.77818181818182
0.2,134.0876703808682,165.62303701187687,130.5727594028511,107.00351095548744,122.46268990149804,87.0136993546232,92.64143933193363,116.31384112963062,87.55478013214855,56.55066142191142
0.3,75.54050694530746,70.08939132146274,69.76559591367945,60.88466876985467,71.98895909141295,64.51861801273324,62.65644921864896,61.60492762533836,49.06612085056187,38.984949197860956
0.4,46.340963913251784,45.64400657787744,43.886295299978926,45.03268568956501,44.539762231472075,44.732943968365554,44.31723593897384,44.209085062890125,39.89356071910511,31.84727592012075
0.5,30.2888560210518,32.03276274706185,33.98320637821248,33.689429874849125,31.041853900514116,27.795822581166174,26.934975873300555,31.70868611946875,30.497331096499572,26.961064921591202
0.6,21.627878548035405,23.938088225366858,20.685663607159874,24.369037406037314,22.1088360020558,22.55742328411427,24.635465280763334,19.686888146343946,21.218200917214716,18.90326090444558
0.7,15.271822321250692,16.320718388163066,14.799813454136682,16.120662230570126,14.864804149905229,15.589474086348222,14.699774237287539,15.295623790229687,15.232674489358553,12.944821504626486
0.8,11.013912171865437,10.335405112327576,9.744785455051698,11.010485034325601,11.531293790196603,10.408193356557588,11.802146711358132,10.311238036859471,10.793608926265165,9.02023708497652
0.9,5.491781013199314,5.282723262657005,5.8730802133934725,5.85429138128745,5.340304368046699,5.014472807320809,5.667444085510757,5.927272256220045,4.975181721989099,4.966172112469576
