,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
0.0,1.0,1.5,1.7,2.5,3.2,4.0,5.0,4.6,6.9,6.0
0.1,20.6,31.2,17.2,19.3,18.9,15.6,16.6,14.8,12.3,9.4
0.2,58.6,47.6,60.3,55.9,40.5,49.8,34.1,28.8,17.1,13.5
0.3,105.7,94.8,89.0,86.5,64.4,58.2,49.5,39.3,30.3,19.9
0.4,161.6,150.0,138.3,121.8,101.7,86.2,70.4,53.9,38.0,23.8
0.5,243.8,206.8,175.3,153.2,146.8,136.2,109.8,73.2,48.6,27.3
0.6,347.1,284.3,288.8,218.2,201.8,163.0,121.4,115.2,70.3,39.7
0.7,479.4,401.6,408.5,320.8,300.6,248.5,198.7,147.0,96.0,57.3
0.8,677.5,637.8,600.6,471.3,380.1,355.4,256.1,217.0,135.1,83.8
0.9,1334.3,1261.0,1009.8,886.5,838.9,739.5,513.5,387.4,301.1,152.7
